#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Klebsiella grimontii","Bacteria;Proteobacteria;Gammaproteobacteria","RHBSTW-00634","SAMN15148669","PRJNA605147","GCA_013734595.1","Complete",6.7172,55.1568,"chromosome:NZ_CP056682.1/CP056682.1; plasmid pRHBSTW-00634_2:NZ_CP056683.1/CP056683.1; plasmid pRHBSTW-00634_3:NZ_CP056684.1/CP056684.1; plasmid pRHBSTW-00634_4:NZ_CP056685.1/CP056685.1; plasmid pRHBSTW-00634_5:NZ_CP056686.1/CP056686.1; plasmid pRHBSTW-00634_6:NZ_CP056687.1/CP056687.1; plasmid pRHBSTW-00634_7:NZ_CP056688.1/CP056688.1; plasmid pRHBSTW-00634_8:NZ_CP056689.1/CP056689.1; plasmid pRHBSTW-00634_9:NZ_CP056690.1/CP056690.1",,9,6152,"2020-07-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/734/595/GCA_013734595.1_ASM1373459v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/734/595/GCF_013734595.1_ASM1373459v1"
"Klebsiella oxytoca","Bacteria;Proteobacteria;Gammaproteobacteria","CAV1335","SAMN03733750","PRJNA246471","GCA_001022115.1","Complete",6.67312,54.7103,"chromosome:NZ_CP011618.1/CP011618.1; plasmid pCAV1335-115:NZ_CP011617.1/CP011617.1; plasmid pCAV1335-118:NZ_CP011616.1/CP011616.1; plasmid pCAV1335-5410:NZ_CP011613.1/CP011613.1; plasmid pCAV1335-92:NZ_CP011614.1/CP011614.1; plasmid pKPC_CAV1335:NZ_CP011615.1/CP011615.1",,6,6179,"2015-06-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/022/115/GCA_001022115.1_ASM102211v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/022/115/GCF_001022115.1_ASM102211v1"
"Klebsiella oxytoca","Bacteria;Proteobacteria;Gammaproteobacteria","CAV1099","SAMN03733663","PRJNA246471","GCA_001022295.1","Complete",6.63054,54.6975,"chromosome:NZ_CP011597.1/CP011597.1; plasmid pCAV1099-111:NZ_CP011594.1/CP011594.1; plasmid pCAV1099-114:NZ_CP011596.1/CP011596.1; plasmid pCAV1099-5410:NZ_CP011592.1/CP011592.1; plasmid pCAV1099-69:NZ_CP011593.1/CP011593.1; plasmid pKPC_CAV1099:NZ_CP011595.1/CP011595.1",,6,6135,"2015-06-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/022/295/GCA_001022295.1_ASM102229v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/022/295/GCF_001022295.1_ASM102229v1"
"Klebsiella grimontii","Bacteria;Proteobacteria;Gammaproteobacteria","RHBSTW-00555","SAMN15148651","PRJNA605147","GCA_013608545.1","Complete",6.43039,55.1041,"chromosome:NZ_CP055315.1/CP055315.1; plasmid pRHBSTW-00555_10:NZ_CP055324.1/CP055324.1; plasmid pRHBSTW-00555_2:NZ_CP055316.1/CP055316.1; plasmid pRHBSTW-00555_4:NZ_CP055318.1/CP055318.1; plasmid pRHBSTW-00555_5:NZ_CP055319.1/CP055319.1; plasmid pRHBSTW-00555_6:NZ_CP055320.1/CP055320.1; plasmid pRHBSTW-00555_7:NZ_CP055321.1/CP055321.1; plasmid pRHBSTW-00555_8:NZ_CP055322.1/CP055322.1; plasmid pRHBSTW-00555_9:NZ_CP055323.1/CP055323.1; plasmid unnamed:NZ_CP055317.1/CP055317.1",,10,5917,"2020-07-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/608/545/GCA_013608545.1_ASM1360854v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/608/545/GCF_013608545.1_ASM1360854v1"
"Klebsiella michiganensis","Bacteria;Proteobacteria;Gammaproteobacteria","RHBSTW-00167","SAMN15148522","PRJNA605147","GCA_013624375.1","Complete",6.54429,55.4702,"chromosome:NZ_CP058118.1/CP058118.1; plasmid pRHBSTW-00167_10:NZ_CP058127.1/CP058127.1; plasmid pRHBSTW-00167_2:NZ_CP058119.1/CP058119.1; plasmid pRHBSTW-00167_3:NZ_CP058120.1/CP058120.1; plasmid pRHBSTW-00167_4:NZ_CP058121.1/CP058121.1; plasmid pRHBSTW-00167_5:NZ_CP058122.1/CP058122.1; plasmid pRHBSTW-00167_6:NZ_CP058123.1/CP058123.1; plasmid pRHBSTW-00167_7:NZ_CP058124.1/CP058124.1; plasmid pRHBSTW-00167_8:NZ_CP058125.1/CP058125.1; plasmid pRHBSTW-00167_9:NZ_CP058126.1/CP058126.1",,10,6079,"2020-07-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/624/375/GCA_013624375.1_ASM1362437v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/624/375/GCF_013624375.1_ASM1362437v1"
"Klebsiella oxytoca","Bacteria;Proteobacteria;Gammaproteobacteria","CAV1015","SAMN03733631","PRJNA246471","GCA_001870185.1","Complete",6.58239,54.7077,"chromosome:NZ_CP017928.1/CP017928.1; plasmid pCAV1015-111:NZ_CP017931.1/CP017931.1; plasmid pCAV1015-114:NZ_CP017930.1/CP017930.1; plasmid pCAV1015-12:NZ_CP017933.1/CP017933.1; plasmid pCAV1015-76:NZ_CP017932.1/CP017932.1; plasmid pKPC_UVA02:NZ_CP017929.1/CP017929.1",,6,6101,"2016-11-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/870/185/GCA_001870185.1_ASM187018v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/870/185/GCF_001870185.1_ASM187018v1"
"Klebsiella aerogenes","Bacteria;Proteobacteria;Gammaproteobacteria","AR_0062","SAMN04014903","PRJNA292904","GCA_002948835.2","Complete",5.45367,54.894,"chromosome:NZ_CP026756.1/CP026756.1; plasmid tig00000053_pilon:NZ_CP026757.1/CP026757.1; plasmid tig00000058_pilon:NZ_CP026758.1/CP026758.1; plasmid tig00000059_pilon:NZ_CP026759.1/CP026759.1; plasmid unnamed4:NZ_CP026760.1/CP026760.1; plasmid unnamed5:NZ_CP032930.1/CP032930.1",,6,5023,"2018-02-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/948/835/GCA_002948835.2_ASM294883v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/948/835/GCF_002948835.2_ASM294883v2"
"Klebsiella aerogenes","Bacteria;Proteobacteria;Gammaproteobacteria","FDAARGOS_513","SAMN10163207","PRJNA231221","GCA_003812185.1","Complete",5.27171,55.1008,"chromosome:NZ_CP033817.1/CP033817.1; plasmid unnamed1:NZ_CP033818.1/CP033818.1; plasmid unnamed2:NZ_CP033819.1/CP033819.1; plasmid unnamed3:NZ_CP033820.1/CP033820.1; plasmid unnamed4:NZ_CP033821.1/CP033821.1",,5,4818,"2018-11-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/812/185/GCA_003812185.1_ASM381218v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/812/185/GCF_003812185.1_ASM381218v1"
"Klebsiella oxytoca","Bacteria;Proteobacteria;Gammaproteobacteria","CAV1752","SAMN03733848","PRJNA246471","GCA_001970835.1","Complete",6.39439,55.9319,"chromosome:NZ_CP018362.1/CP018362.1; plasmid pCAV1752-111:NZ_CP018360.1/CP018360.1; plasmid pCAV1752-278:NZ_CP018361.1/CP018361.1; plasmid pCAV1752-3851:NZ_CP018357.1/CP018357.1; plasmid pCAV1752-4374:NZ_CP018358.1/CP018358.1; plasmid pCAV1752-5521:NZ_CP018359.1/CP018359.1",,6,5860,"2016-12-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/970/835/GCA_001970835.1_ASM197083v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/970/835/GCF_001970835.1_ASM197083v1"
"Klebsiella michiganensis","Bacteria;Proteobacteria;Gammaproteobacteria","RHBSTW-00909","SAMN15148741","PRJNA605147","GCA_013732655.1","Complete",6.60943,55.1524,"chromosome:NZ_CP056136.1/CP056136.1; plasmid pRHBSTW-00909_2:NZ_CP056137.1/CP056137.1; plasmid pRHBSTW-00909_3:NZ_CP056138.1/CP056138.1; plasmid pRHBSTW-00909_4:NZ_CP056139.1/CP056139.1; plasmid pRHBSTW-00909_5:NZ_CP056140.1/CP056140.1; plasmid pRHBSTW-00909_6:NZ_CP056141.1/CP056141.1; plasmid pRHBSTW-00909_7:NZ_CP056142.1/CP056142.1; plasmid pRHBSTW-00909_8:NZ_CP056143.1/CP056143.1; plasmid pRHBSTW-00909_9:NZ_CP056144.1/CP056144.1",,9,6082,"2020-07-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/732/655/GCA_013732655.1_ASM1373265v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/732/655/GCF_013732655.1_ASM1373265v1"
"Klebsiella variicola","Bacteria;Proteobacteria;Gammaproteobacteria","WCHKP19","SAMN06909163","PRJNA353728","GCA_002164805.3","Complete",6.15238,56.9605,"chromosome:NZ_CP028555.2/CP028555.2; plasmid p1_020019:NZ_CP028549.2/CP028549.2; plasmid p2_020019:NZ_CP028550.1/CP028550.1; plasmid p3_020019:NZ_CP028551.2/CP028551.2; plasmid p4_020019:NZ_CP028552.2/CP028552.2; plasmid pCTXM15_020019:NZ_CP028553.2/CP028553.2; plasmid pKPC2_020019:NZ_CP028554.1/CP028554.1",,7,5735,"2018-04-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/164/805/GCA_002164805.3_ASM216480v3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/164/805/GCF_002164805.3_ASM216480v3"
"Klebsiella aerogenes","Bacteria;Proteobacteria;Gammaproteobacteria","035","SAMN14372988","PRJNA604100","GCA_011604725.1","Complete",5.37863,54.4629,"chromosome:NZ_CP050067.1/CP050067.1; plasmid p035_A-VIM-1:NZ_CP050069.1/CP050069.1; plasmid p35:NZ_CP050068.1/CP050068.1; plasmid p35_C:NZ_CP050070.1/CP050070.1; plasmid p35_D:NZ_CP050071.1/CP050071.1; plasmid p35_E:NZ_CP050072.1/CP050072.1",,6,4937,"2020-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/604/725/GCA_011604725.1_ASM1160472v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/604/725/GCF_011604725.1_ASM1160472v1"
"Klebsiella aerogenes","Bacteria;Proteobacteria;Gammaproteobacteria","NCTC10006","SAMEA2548136","PRJEB6403","GCA_900635435.1","Complete",5.26547,54.9111,"chromosome 1:LR134121.1; chromosome 3:LR134123.1; chromosome 6:LR134126.1; plasmid 2:LR134122.1; plasmid 4:LR134124.1; plasmid 5:LR134125.1; plasmid 7:LR134127.1; plasmid 8:LR134128.1; plasmid 9:LR134129.1; plasmid 10:LR134130.1; plasmid 11:LR134131.1; plasmid 12:LR134132.1; plasmid 13:LR134133.1",,13,5672,"2018-12-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/635/435/GCA_900635435.1_28021_A02","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/635/435/GCF_900635435.1_28021_A02"
"Klebsiella variicola","Bacteria;Proteobacteria;Gammaproteobacteria","X39","SAMN05439979","PRJNA331223","GCA_003429625.1","Complete",6.15413,56.8244,"chromosome:NZ_CP018307.1/CP018307.1; plasmid pX39-1:NZ_CP023978.1/CP023978.1; plasmid pX39-2:NZ_CP023979.1/CP023979.1; plasmid pX39-3:NZ_CP023980.1/CP023980.1; plasmid pX39-4:NZ_CP023981.1/CP023981.1; plasmid pX39-5:NZ_CP023982.1/CP023982.1; plasmid pX39-6:NZ_CP023983.1/CP023983.1; plasmid pX39-7:NZ_CP023984.1/CP023984.1; plasmid pX39-8:NZ_CP023985.1/CP023985.1; plasmid pX39-9:NZ_CP023986.1/CP023986.1",,10,5623,"2018-08-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/429/625/GCA_003429625.1_ASM342962v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/429/625/GCF_003429625.1_ASM342962v1"
"Klebsiella oxytoca","Bacteria;Proteobacteria;Gammaproteobacteria","KONIH2","SAMN03456001","PRJNA430813","GCA_002906415.1","Complete",7.17316,55.2351,"chromosome:NZ_CP026285.1/CP026285.1; plasmid pKOR-01e8:NZ_CP026281.1/CP026281.1; plasmid pKOR-0e8e:NZ_CP026278.1/CP026278.1; plasmid pKOR-5873:NZ_CP026284.1/CP026284.1; plasmid pKOR-b08d:NZ_CP026279.1/CP026279.1; plasmid pKOR-e3cb:NZ_CP026282.1/CP026282.1; plasmid pKOR-e6bf:NZ_CP026283.1/CP026283.1; plasmid pKPC-55bf:NZ_CP026280.1/CP026280.1",,8,6686,"2018-01-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/906/415/GCA_002906415.1_ASM290641v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/906/415/GCF_002906415.1_ASM290641v1"
"Klebsiella oxytoca","Bacteria;Proteobacteria;Gammaproteobacteria","CAV1374","SAMN03733738","PRJNA246471","GCA_001022195.1","Complete",7.22729,55.2606,"chromosome:NZ_CP011636.1/CP011636.1; plasmid pCAV1374-14:NZ_CP011627.1/CP011627.1; plasmid pCAV1374-150:NZ_CP011633.1/CP011633.1; plasmid pCAV1374-16:NZ_CP011628.1/CP011628.1; plasmid pCAV1374-1919:NZ_CP011625.1/CP011625.1; plasmid pCAV1374-228:NZ_CP011634.1/CP011634.1; plasmid pCAV1374-34:NZ_CP011629.1/CP011629.1; plasmid pCAV1374-49:NZ_CP011630.1/CP011630.1; plasmid pCAV1374-54:NZ_CP011631.1/CP011631.1; plasmid pCAV1374-6538:NZ_CP011626.1/CP011626.1; plasmid pCAV1374-84:NZ_CP011632.1/CP011632.1; plasmid pKPC_CAV1374:NZ_CP011635.1/CP011635.1",,12,6662,"2015-06-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/022/195/GCA_001022195.1_ASM102219v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/022/195/GCF_001022195.1_ASM102219v1"
"Klebsiella oxytoca","Bacteria;Proteobacteria;Gammaproteobacteria","FDAARGOS_1334","SAMN16357476","PRJNA231221","GCA_016903415.1","Complete",6.23463,54.9588,"chromosome:NZ_CP069911.1/CP069911.1; plasmid unnamed1:NZ_CP069912.1/CP069912.1; plasmid unnamed10:NZ_CP069921.1/CP069921.1; plasmid unnamed11:NZ_CP069922.1/CP069922.1; plasmid unnamed12:NZ_CP069910.1/CP069910.1; plasmid unnamed13:NZ_CP069923.1/CP069923.1; plasmid unnamed14:NZ_CP069914.1/CP069914.1; plasmid unnamed15:NZ_CP069924.1/CP069924.1; plasmid unnamed16:NZ_CP069925.1/CP069925.1; plasmid unnamed17:NZ_CP069926.1/CP069926.1; plasmid unnamed18:NZ_CP069927.1/CP069927.1; plasmid unnamed19:NZ_CP069913.1/CP069913.1; plasmid unnamed2:NZ_CP069928.1/CP069928.1; plasmid unnamed20:NZ_CP069929.1/CP069929.1; plasmid unnamed21:NZ_CP069930.1/CP069930.1; plasmid unnamed22:NZ_CP069931.1/CP069931.1; plasmid unnamed23:NZ_CP069932.1/CP069932.1; plasmid unnamed3:NZ_CP069933.1/CP069933.1; plasmid unnamed4:NZ_CP069915.1/CP069915.1; plasmid unnamed5:NZ_CP069916.1/CP069916.1; plasmid unnamed6:NZ_CP069917.1/CP069917.1; plasmid unnamed7:NZ_CP069918.1/CP069918.1; plasmid unnamed8:NZ_CP069919.1/CP069919.1; plasmid unnamed9:NZ_CP069920.1/CP069920.1",,24,5670,"2021-02-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/903/415/GCA_016903415.1_ASM1690341v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/903/415/GCF_016903415.1_ASM1690341v1"
